title,vector_14d
ElizabethÂs War with the Christmas Bear,"[0.6, 1.0, 0.4, 4.75, 6.3118935352238, 0.875, 0.25, 0.14074074074074075, 0.3443072702331962, 0.7787605431672916, 47.5, 0.4, 0.9090909090909091, 0.1]"
One or Two Things Sacred to Sorrow,"[0.7, 1.0, 0.25, 1.8, 3.266802718255267, 1.0, 0.2, 0.17525773195876287, 0.2560386473429952, 0.7797891058970049, 18.0, 0.4, 0.7142857142857143, 0.1]"
"Poem [ÂThe eager note on my door said, ÂCall me,ÂÂ]","[1.0, 1.0, 0.25, 2.56, 2.5972292929196685, 1.0, 0.2, 0.1348314606741573, 0.29831932773109243, 0.7917349363823302, 25.6, 0.4, 0.7272727272727273, 0.6]"
An Appeal to Women,"[0.4, 1.0, 0.1, 13.05, 16.5, 1.0, 0.5, 0.16853932584269662, 0.2642857142857143, 0.7956794460338261, 130.5, 0.6, 0.7058823529411765, 0.5]"
A Hymn to God the Father,"[0.6, 1.0, 0.05, 8.0, 0.0, 1.0, 1.0, 0.18571428571428572, 0.3493975903614458, 0.7850911609619802, 80.0, 0.4, 0.6666666666666666, 0.4]"
How to Get to Green Springs,"[0.6, 0.8333333333333334, 0.2, 4.325, 2.662235902394827, 1.0, 0.25, 0.2198581560283688, 0.3122923588039867, 0.7820433791983136, 43.25, 0.4, 1.0, 0.1]"
The Table and the Chair,"[0.5, 0.8, 0.05, 18.9, 0.0, 1.0, 1.0, 0.16312056737588654, 0.304, 0.8030828278207324, 189.0, 0.4, 0.6, 0.2]"
"How Rare a Really Beautiful Hand Is Now, Since the Harp Has Gone Out of Fashion!","[1.6, 1.0, 0.5, 1.8699999999999999, 3.7213438432910224, 0.9, 0.2, 0.17592592592592593, 0.25136612021857924, 0.8038086738766815, 18.7, 0.4, 0.8333333333333334, 0.5]"
Writing,"[0.1, 1.0, 0.4, 1.9875, 2.089108661606667, 0.875, 0.25, 0.16831683168316833, 0.34099616858237547, 0.7714044297408855, 19.875, 0.4, 0.9230769230769231, 0.4]"
"Fragment 4: As some vast Tropic tree, itself a wood","[1.0, 1.0, 0.1, 3.75, 2.9, 1.0, 0.5, 0.175, 0.26811594202898553, 0.7932065233350505, 37.5, 0.6, 0.6666666666666666, 0.2]"
At Twilight on the Road to Sogamoso,"[0.7, 1.0, 0.2, 2.425, 2.321098877687032, 1.0, 0.25, 0.21212121212121213, 0.2874251497005988, 0.784555611672974, 24.25, 0.6, 0.6190476190476191, 0.3]"
The Curse,"[0.2, 1.0, 0.15, 1.8333333333333333, 4.90260701622673, 1.0, 1.0, 0.18, 0.26804123711340205, 0.8296609145778294, 18.333333333333332, 0.6, 0.8888888888888888, 0.2]"
For Christmas Day: Hark! the Herald Angels Sing,"[0.8, 1.0, 0.65, 1.2923076923076924, 1.7654139431115141, 0.5384615384615384, 0.5384615384615384, 0.11267605633802817, 0.3288590604026846, 0.7558529789926851, 12.923076923076923, 0.4, 0.6923076923076923, 0.5]"
Sonnets by the Night-Sea (VI),"[0.5, 1.0, 0.45, 1.1777777777777778, 1.4072124621322277, 0.7777777777777778, 0.2222222222222222, 0.16049382716049382, 0.35795454545454547, 0.7565145785217968, 11.777777777777779, 0.4, 0.6428571428571429, 0.3]"
My Lute Awake,"[0.3, 1.0, 0.85, 1.6411764705882352, 1.3600325662699695, 0.35294117647058826, 0.47058823529411764, 0.1267605633802817, 0.28846153846153844, 0.8000610570788815, 16.41176470588235, 0.6, 0.7142857142857143, 0.1]"
The Obligation to Be Happy,"[0.5, 1.0, 0.1, 4.7, 8.2, 1.0, 0.5, 0.15384615384615385, 0.23834196891191708, 0.8290705337162515, 47.0, 0.4, 0.7272727272727273, 0.6]"
from Deaf Republic: 7. Sonya Considers Happiness,"[0.7, 1.0, 0.35, 2.1714285714285717, 3.461980086951538, 1.0, 0.14285714285714285, 0.18253968253968253, 0.25, 0.8008490894619468, 21.714285714285715, 0.4, 0.6666666666666666, 0.5]"
Conversation 12: On Hieroglyphs,"[0.4, 1.0, 0.95, 1.4526315789473685, 1.4957742878595042, 0.8947368421052632, 0.10526315789473684, 0.1712707182320442, 0.31958762886597936, 0.7972107696296211, 14.526315789473685, 0.4, 0.7333333333333333, 0.1]"
Partial Resemblance,"[0.2, 1.0, 0.5, 0.77, 1.3358143583597237, 1.0, 0.1, 0.19672131147540983, 0.2606060606060606, 0.8279010930006495, 7.7, 0.4, 0.7142857142857143, 0.5]"
Gravity,"[0.1, 1.0, 0.1, 1.2, 0.8, 1.0, 0.5, 0.13636363636363635, 0.34, 0.7937146710163671, 12.0, 0.4, 0.8, 0.2]"
Transatlantic,"[0.1, 1.0, 0.1, 6.75, 13.3, 1.0, 1.0, 0.19230769230769232, 0.3464052287581699, 0.7907035987255188, 67.5, 0.4, 0.8461538461538461, 0.3]"
A Postcard from the Volcano,"[0.5, 1.0, 0.65, 1.176923076923077, 0.8563027723123536, 0.9230769230769231, 0.15384615384615385, 0.16666666666666666, 0.32936507936507936, 0.7676922408375733, 11.76923076923077, 0.4, 0.6428571428571429, 0.5]"
On Teaching My Son How to Mourn,"[0.7, 1.0, 0.6, 1.7083333333333333, 5.054013806427082, 0.8333333333333334, 0.16666666666666666, 0.16417910447761194, 0.3256484149855908, 0.7924107355297414, 17.083333333333332, 0.4, 1.0, 0.1]"
Sonnet: To the Poppy [ÂWhile summer roses all their glory yieldÂ],"[1.1, 1.0, 0.55, 0.9363636363636363, 0.714894663685, 0.6363636363636364, 0.18181818181818182, 0.23529411764705882, 0.25806451612903225, 0.8120139190647574, 9.363636363636363, 0.4, 0.7, 0.1]"
The Project of Linear Inquiry,"[0.5, 1.0, 0.2, 6.025, 17.552421485367766, 1.0, 0.25, 0.15897435897435896, 0.3269961977186312, 0.7721913470264622, 60.25, 0.4, 0.6923076923076923, 0.1]"
II. Homunculus,"[0.2, 1.0, 0.1, 11.95, 18.1, 1.0, 0.5, 0.16149068322981366, 0.29904761904761906, 0.7832594260390368, 119.5, 0.6, 0.7857142857142857, 0.1]"
"Patience, Though I Have Not","[0.5, 1.0, 0.5, 1.22, 0.9624967532412771, 0.6, 0.2, 0.1780821917808219, 0.30808080808080807, 0.7857602780984322, 12.2, 0.6, 0.7142857142857143, 0.2]"
For Adam,"[0.2, 1.0, 0.15, 1.0, 0.4320493798938574, 1.0, 0.3333333333333333, 0.19047619047619047, 0.32608695652173914, 0.7139567945033822, 10.0, 0.4, 0.7142857142857143, 0.3]"
How to Tie a Knot,"[0.5, 1.0, 0.15, 10.566666666666666, 7.87626533044409, 1.0, 0.3333333333333333, 0.1506849315068493, 0.2753108348134991, 0.7842009096851094, 105.66666666666667, 0.4, 0.7692307692307693, 0.1]"
50-50,"[0.1, 1.0, 0.05, 6.9, 0.0, 1.0, 1.0, 0.18518518518518517, 0.25, 0.8384916176031029, 69.0, 0.4, 0.7142857142857143, 0.2]"
Ross: Children of the Ghetto,"[0.5, 1.0, 0.45, 1.722222222222222, 1.6104596383994167, 0.5555555555555556, 0.3333333333333333, 0.18421052631578946, 0.4163568773234201, 0.7483553463750648, 17.22222222222222, 0.4, 0.6153846153846154, 0.1]"
Redbird Love,"[0.2, 1.0, 0.05, 13.4, 0.0, 1.0, 1.0, 0.20300751879699247, 0.3843137254901961, 0.7433959513405498, 134.0, 0.4, 0.75, 0.5]"
"Book 7, Epigram 9: De senectute & iuuentute. ?","[0.9, 1.0, 0.1, 0.65, 1.1, 1.0, 1.0, 0.16666666666666666, 0.30434782608695654, 0.788641624115388, 6.5, 0.4, 0.6923076923076923, 0.2]"
Golden Age,"[0.2, 1.0, 0.1, 4.4, 1.8, 1.0, 0.5, 0.189873417721519, 0.3382352941176471, 0.7657962906978554, 44.0, 0.4, 0.6923076923076923, 0.3]"
At a VA Hospital in the Middle of the United States of America: An Act in a Play,"[1.8, 0.7777777777777778, 0.2, 0.925, 0.7533259586659682, 0.75, 0.5, 0.17857142857142858, 0.29508196721311475, 0.7869951953886667, 9.25, 0.4, 0.6, 0.1]"
A Dialogue between Old England and New,"[0.7, 1.0, 5.85, 2.035042735042735, 3.869964662425403, 0.4700854700854701, 0.1111111111111111, 0.05481120584652863, 0.30175077239958803, 0.8052358456322392, 20.35042735042735, 0.4, 0.5714285714285714, 0.3]"
WhatÂs Left,"[0.2, 1.0, 0.2, 3.05, 9.413288479590966, 1.0, 0.25, 0.15053763440860216, 0.30952380952380953, 0.8064043105212558, 30.5, 0.8, 0.8181818181818182, 0.4]"
Chinati,"[0.1, 1.0, 0.05, 4.9, 0.0, 1.0, 1.0, 0.21052631578947367, 0.2809917355371901, 0.8043120118008313, 49.0, 0.4, 0.7, 0.2]"
Requiem,"[0.1, 1.0, 0.3, 1.7333333333333332, 1.54344492037203, 1.0, 0.16666666666666666, 0.2191780821917808, 0.36627906976744184, 0.7750348570858511, 17.333333333333332, 0.4, 0.8, 0.4]"
Almost Like They Wanted It,"[0.5, 1.0, 0.15, 10.933333333333334, 1.948218559493661, 1.0, 0.3333333333333333, 0.14671814671814673, 0.3687821612349914, 0.766970318542596, 109.33333333333333, 0.6, 0.9285714285714286, 0.1]"
"from the wave, the way","[0.5, 0.8, 0.45, 2.7111111111111112, 3.213090508728932, 1.0, 0.1111111111111111, 0.2, 0.2809734513274336, 0.8184740773509289, 27.11111111111111, 0.6, 0.6875, 0.4]"
The Book of Failed Descriptions,"[0.5, 1.0, 1.0, 3.7049999999999996, 11.79007633563074, 0.8, 0.1, 0.10850439882697947, 0.31067251461988304, 0.7774968482950935, 37.05, 0.4, 0.8181818181818182, 0.1]"
Heroic Simile,"[0.2, 1.0, 0.15, 8.833333333333332, 9.212069377844601, 1.0, 0.3333333333333333, 0.15228426395939088, 0.3179190751445087, 0.7760424824989473, 88.33333333333333, 0.4, 0.8, 0.1]"
Cherry-Ripe,"[0.1, 1.0, 0.65, 0.8615384615384615, 0.5351546809515719, 0.6923076923076923, 0.15384615384615385, 0.18478260869565216, 0.39593908629441626, 0.7522585725523386, 8.615384615384615, 0.4, 0.7692307692307693, 0.4]"
The Forest of Sure Things,"[0.5, 1.0, 0.55, 1.1090909090909091, 1.010686698886349, 1.0, 0.09090909090909091, 0.17647058823529413, 0.3080568720379147, 0.759143484667797, 11.090909090909092, 0.4, 0.75, 0.2]"
A Disappointment,"[0.2, 1.0, 0.1, 35.45, 48.3, 1.0, 0.5, 0.11132075471698114, 0.30789245446660884, 0.7960580044813149, 354.5, 0.4, 0.6153846153846154, 0.6]"
The 17-Year-Old & the Gay Bar,"[0.6, 0.8333333333333334, 0.1, 9.5, 2.8, 1.0, 0.5, 0.16964285714285715, 0.2785714285714286, 0.7924111635062987, 95.0, 0.4, 1.0, 0.5]"
Saturday Night,"[0.2, 1.0, 0.1, 14.65, 25.9, 1.0, 0.5, 0.1541501976284585, 0.3171471927162367, 0.7838878795659213, 146.5, 0.4, 0.7142857142857143, 0.5]"
Gloves,"[0.1, 1.0, 0.8, 0.675, 0.687386354243376, 0.9375, 0.125, 0.1896551724137931, 0.23478260869565218, 0.8218760222539897, 6.75, 0.4, 0.7, 0.5]"
At the End of My Hours,"[0.6, 1.0, 0.05, 1.0, 0.0, 1.0, 1.0, 0.0, 0.7777777777777778, 0.2547348354066937, 10.0, 0.4, 0.7777777777777778, 0.1]"
To -- -- --. Ulalume: A Ballad,"[0.7, 0.8571428571428571, 3.25, 1.106153846153846, 0.769316918252848, 0.36923076923076925, 0.27692307692307694, 0.10805084745762712, 0.330196749358426, 0.795665583772033, 11.061538461538461, 0.6, 0.6923076923076923, 0.1]"
Butterflies,"[0.1, 1.0, 0.2, 4.1, 6.842514157822402, 1.0, 0.25, 0.203125, 0.3211009174311927, 0.7827842851922355, 41.0, 0.4, 0.8181818181818182, 0.1]"
Wavelength,"[0.1, 1.0, 0.2, 3.35, 6.181423784210237, 1.0, 0.25, 0.1702127659574468, 0.3374485596707819, 0.778344782295961, 33.5, 0.6, 0.9166666666666666, 0.1]"
Learning from History,"[0.3, 1.0, 0.2, 2.6, 2.0639767440550294, 0.75, 0.5, 0.20689655172413793, 0.26282051282051283, 0.821756217836415, 26.0, 0.4, 0.8, 0.3]"
Lift EvÂry Voice and Sing,"[0.5, 1.0, 0.4, 3.0125, 5.475799028452377, 0.75, 0.375, 0.12582781456953643, 0.3150684931506849, 0.8008865440204899, 30.125, 0.6, 0.6111111111111112, 0.2]"
Stabile,"[0.1, 1.0, 0.35, 1.2285714285714286, 2.825828395789274, 1.0, 0.3333333333333333, 0.16666666666666666, 0.3148148148148148, 0.7548846993063485, 12.285714285714286, 0.4, 0.9, 0.1]"
Discourse on Pure Virtue,"[0.4, 1.0, 0.05, 13.1, 0.0, 1.0, 1.0, 0.21481481481481482, 0.29721362229102166, 0.7933095528840233, 131.0, 0.6, 0.5263157894736842, 0.5]"
Autumn,"[0.1, 1.0, 2.05, 0.40731707317073174, 0.5082542937612139, 0.4358974358974359, 0.1794871794871795, 0.22033898305084745, 0.3333333333333333, 0.7847754830940534, 4.073170731707317, 0.4, 0.8, 0.3]"
The Anti-Suffragist,"[0.2, 1.0, 0.05, 5.6, 0.0, 1.0, 1.0, 0.20754716981132076, 0.29473684210526313, 0.7589161890746233, 56.0, 0.4, 0.7692307692307693, 0.2]"
Sonnet 64: When I have seen by Time's fell hand defac'd,"[1.1, 1.0, 0.05, 9.9, 0.0, 1.0, 1.0, 0.16923076923076924, 0.3172043010752688, 0.7749605899390763, 99.0, 0.4, 0.6111111111111112, 0.6]"
Haiku,"[0.1, 1.0, 0.05, 4.8, 0.0, 1.0, 1.0, 0.15, 0.25, 0.800794360356781, 48.0, 0.4, 0.8888888888888888, 0.1]"
Kamakura,"[0.1, 1.0, 0.2, 5.425, 10.96118150565896, 1.0, 0.25, 0.17486338797814208, 0.2759493670886076, 0.8110421419030477, 54.25, 0.4, 0.7333333333333333, 0.1]"
"Easter, 1916","[0.2, 1.0, 2.45, 0.8122448979591838, 0.8802899828905867, 0.6458333333333334, 0.0625, 0.15625, 0.3240223463687151, 0.7776793194715829, 8.122448979591837, 0.6, 0.6666666666666666, 0.2]"
Homage to Philip K. Dick,"[0.5, 1.0, 0.5, 2.1, 3.042367499169027, 0.8, 0.2, 0.20359281437125748, 0.32367149758454106, 0.7770364135514759, 21.0, 0.4, 0.9090909090909091, 0.1]"
The Exam,"[0.2, 1.0, 0.2, 2.45, 2.9410882339705484, 1.0, 0.25, 0.13580246913580246, 0.3756906077348066, 0.7778578423476074, 24.5, 0.4, 0.9166666666666666, 0.5]"
Sunday,"[0.1, 1.0, 0.3, 1.9333333333333331, 1.6996731711975948, 1.0, 0.16666666666666666, 0.18571428571428572, 0.3025210084033613, 0.826462744236271, 19.333333333333332, 0.6, 0.7058823529411765, 0.2]"
Freddie,"[0.1, 1.0, 0.05, 8.0, 0.0, 1.0, 1.0, 0.21153846153846154, 0.31654676258992803, 0.7740688138490056, 80.0, 0.4, 0.9, 0.5]"
[O my Lord],"[0.3, 1.0, 0.15, 1.3666666666666667, 0.2494438257849294, 1.0, 0.3333333333333333, 0.26666666666666666, 0.2714285714285714, 0.8311212855236221, 13.666666666666666, 0.2, 0.8333333333333334, 0.3]"
50th Reunion: Westide High,"[0.4, 1.0, 0.35, 2.0571428571428574, 1.860436639554252, 1.0, 0.14285714285714285, 0.17525773195876287, 0.329073482428115, 0.7770194028146453, 20.571428571428573, 0.4, 0.7058823529411765, 0.3]"
Prayer,"[0.1, 1.0, 1.0, 1.115, 1.0203430795570676, 0.7368421052631579, 0.10526315789473684, 0.16339869281045752, 0.26884422110552764, 0.7980182386516733, 11.15, 0.4, 0.8181818181818182, 0.6]"
Complaint of the Absence of Her Love Being Upon the Sea,"[1.1, 0.8181818181818182, 0.1, 11.7, 13.8, 1.0, 0.5, 0.1744186046511628, 0.31220657276995306, 0.7853431251245201, 117.0, 1.0, 0.5833333333333334, 0.4]"
All the Dead Soldiers,"[0.4, 1.0, 0.15, 3.6666666666666665, 2.7632509034750274, 1.0, 0.3333333333333333, 0.13186813186813187, 0.3613861386138614, 0.7809640107266166, 36.666666666666664, 0.4, 0.6923076923076923, 0.1]"
My Father's Funeral,"[0.3, 1.0, 0.05, 2.7, 0.0, 1.0, 1.0, 0.0967741935483871, 0.3898305084745763, 0.7672008778453122, 27.0, 0.4, 0.9090909090909091, 0.3]"
"Oh, How the Hand the Lover Ought to Prize","[0.9, 0.8888888888888888, 0.05, 10.5, 0.0, 1.0, 1.0, 0.19047619047619047, 0.32972972972972975, 0.7681873165836589, 105.0, 0.4, 0.7777777777777778, 0.1]"
"""This living hand, now warm and capable""","[0.7, 1.0, 0.05, 5.7, 0.0, 1.0, 1.0, 0.24, 0.24242424242424243, 0.8077940612244467, 57.0, 0.4, 1.0, 0.6]"
Clotilde,"[0.1, 1.0, 0.05, 3.5, 0.0, 1.0, 1.0, 0.1875, 0.2839506172839506, 0.7965706638282676, 35.0, 0.4, 0.55, 0.3]"
Akiba,"[0.1, 1.0, 0.15, 15.866666666666665, 40.926057985374335, 1.0, 0.3333333333333333, 0.11009174311926606, 0.3263888888888889, 0.7681762197302665, 158.66666666666666, 0.4, 0.6428571428571429, 0.1]"
Letter 7,"[0.2, 1.0, 0.2, 6.7, 9.462557793746889, 1.0, 0.25, 0.19421487603305784, 0.27617328519855594, 0.8056473218251378, 67.0, 0.4, 0.6923076923076923, 0.1]"
Phases,"[0.1, 1.0, 0.2, 4.475, 2.2511108368980857, 1.0, 0.25, 0.16793893129770993, 0.3079470198675497, 0.7770134084645987, 44.75, 0.4, 0.6428571428571429, 0.5]"
Storm Ending,"[0.2, 1.0, 0.1, 1.7, 0.0, 1.0, 0.5, 0.18518518518518517, 0.35443037974683544, 0.7833615963660678, 17.0, 0.4, 0.8, 0.5]"
Laundry,"[0.1, 1.0, 0.25, 2.2399999999999998, 2.041959842896035, 1.0, 0.2, 0.22105263157894736, 0.30952380952380953, 0.8032557585460672, 22.4, 0.4, 1.0, 0.2]"
Refusing Silence,"[0.2, 1.0, 0.35, 1.042857142857143, 1.3600720269042177, 1.0, 0.14285714285714285, 0.2, 0.3443708609271523, 0.7745638649361171, 10.428571428571429, 0.4, 0.6153846153846154, 0.1]"
Babylon Revisited,"[0.2, 1.0, 0.45, 1.6222222222222222, 1.6049306742460256, 0.8888888888888888, 0.2222222222222222, 0.15454545454545454, 0.3197278911564626, 0.7845483922352446, 16.22222222222222, 0.4, 0.5454545454545454, 0.1]"
Gracious LivingÂ Â Â Â Â Â Â Â Â  ÂTaraÂ ?,"[1.2, 0.4166666666666667, 0.05, 5.8, 0.0, 1.0, 1.0, 0.21153846153846154, 0.3, 0.7769766485737848, 58.0, 0.4, 0.7, 0.3]"
"It includes the butterfly and the rat, the shit","[0.9, 0.7777777777777778, 0.3, 1.8833333333333333, 2.7650597743187317, 1.0, 0.16666666666666666, 0.1797752808988764, 0.29591836734693877, 0.7950443024511671, 18.833333333333332, 0.4, 0.7857142857142857, 0.5]"
Growing Apples,"[0.2, 1.0, 0.1, 5.6, 0.2, 1.0, 0.5, 0.14563106796116504, 0.3431372549019608, 0.7556270333999181, 56.0, 0.6, 0.75, 0.4]"
"To a Gentleman and Lady on the Death of the Lady's Brother and Sister, and a Child of the Name Avis, Aged One Year","[2.4, 0.75, 0.05, 23.1, 0.0, 1.0, 1.0, 0.1746031746031746, 0.3111111111111111, 0.7889512814150236, 231.0, 0.4, 0.6666666666666666, 0.4]"
The Barrel-Organ,"[0.2, 1.0, 1.75, 1.2771428571428571, 1.563940601199941, 0.5714285714285714, 0.08571428571428572, 0.13355048859934854, 0.2665764546684709, 0.7775760393734185, 12.771428571428572, 0.4, 0.9090909090909091, 0.4]"
Hey Allen Ginsberg Where Have You Gone and What Would You Think of My Drugs?,"[1.5, 0.9333333333333333, 0.25, 1.3800000000000001, 2.267686045289339, 1.0, 0.2, 0.23809523809523808, 0.2462686567164179, 0.8341351644665282, 13.8, 0.4, 0.75, 0.5]"
Wax Lips,"[0.2, 1.0, 0.25, 1.6600000000000001, 2.182109071517737, 0.8, 0.4, 0.23333333333333334, 0.3360655737704918, 0.7521247967862047, 16.6, 0.4, 0.6923076923076923, 0.3]"
Ablution,"[0.1, 1.0, 0.5, 2.2199999999999998, 2.064558064090231, 0.9, 0.2, 0.19148936170212766, 0.31750741839762614, 0.7736717180095137, 22.2, 0.4, 0.8888888888888888, 0.6]"
VeteranÂs Hospital,"[0.2, 1.0, 0.65, 2.253846153846154, 6.612629122015345, 0.9230769230769231, 0.15384615384615385, 0.1456953642384106, 0.33677991137370755, 0.7632914107170482, 22.53846153846154, 0.4, 0.6666666666666666, 0.5]"
Ecology,"[0.1, 1.0, 0.2, 3.875, 1.306713434537198, 1.0, 0.25, 0.1497326203208556, 0.32558139534883723, 0.8028054847999279, 38.75, 0.4, 0.7, 0.4]"
Marking Him,"[0.2, 1.0, 0.3, 2.35, 1.5652475842498528, 1.0, 0.16666666666666666, 0.23275862068965517, 0.3484848484848485, 0.7521766747836579, 23.5, 0.4, 0.6153846153846154, 0.2]"
Leviathan,"[0.1, 1.0, 0.3, 4.25, 6.884523706594862, 1.0, 0.16666666666666666, 0.1875, 0.2579034941763727, 0.8157408433391454, 42.5, 0.4, 0.7692307692307693, 0.1]"
Last Poem,"[0.2, 1.0, 0.05, 1.2, 0.0, 1.0, 1.0, 0.1111111111111111, 0.35294117647058826, 0.7165041290308808, 12.0, 0.4, 0.6923076923076923, 0.5]"
The World,"[0.2, 1.0, 0.1, 7.75, 9.5, 1.0, 0.5, 0.1827956989247312, 0.32666666666666666, 0.8055426142180888, 77.5, 0.4, 0.6153846153846154, 0.5]"
Something Whispered in the Shakuhachi,"[0.5, 1.0, 0.2, 10.3, 10.54134716248355, 1.0, 0.25, 0.13527851458885942, 0.3130659767141009, 0.7796723446508924, 103.0, 0.4, 0.6666666666666666, 0.1]"
Bean Spasms,"[0.2, 1.0, 11.95, 0.47698744769874474, 0.7485934477387403, 0.37554585152838427, 0.056768558951965066, 0.10365853658536585, 0.29129755080771236, 0.8093417571224816, 4.7698744769874475, 0.4, 0.8181818181818182, 0.4]"
The Pear,"[0.2, 1.0, 0.25, 3.1399999999999997, 4.127178212774437, 1.0, 0.2, 0.20454545454545456, 0.362962962962963, 0.7725984974726147, 31.4, 0.4, 0.7857142857142857, 0.1]"
Twilight,"[0.1, 1.0, 0.05, 4.1, 0.0, 1.0, 1.0, 0.17391304347826086, 0.3944954128440367, 0.7618987050078768, 41.0, 0.4, 0.6153846153846154, 0.5]"
"To Anthea, who may Command him Anything","[0.7, 1.0, 0.65, 1.1, 0.4367713712793351, 0.6153846153846154, 0.15384615384615385, 0.15625, 0.3495575221238938, 0.7600063320495208, 11.0, 0.4, 0.6923076923076923, 0.4]"
Dear Margaret Cho [korea might be gay but I do not think you are.],"[1.4, 1.0, 0.7, 1.8928571428571428, 1.9588105512045324, 0.8571428571428571, 0.14285714285714285, 0.17415730337078653, 0.2862903225806452, 0.7932272659610189, 18.928571428571427, 0.6, 0.5, 0.3]"
Summer,"[0.1, 1.0, 0.25, 3.3, 4.025916044827563, 1.0, 0.2, 0.19402985074626866, 0.32934131736526945, 0.7909635142742414, 33.0, 0.4, 0.6923076923076923, 0.1]"
A Vision of Poesy,"[0.4, 1.0, 13.0, 1.7796153846153846, 3.450355525802793, 0.29844961240310075, 0.046511627906976744, 0.031337263419174685, 0.3126260588947156, 0.7902609197434374, 17.796153846153846, 0.4, 0.9090909090909091, 0.5]"
In Memoriam A. H. H. OBIIT MDCCCXXXIII: 105,"[0.8, 0.875, 0.75, 1.2133333333333334, 1.2958737935805666, 0.8, 0.13333333333333333, 0.2032520325203252, 0.32653061224489793, 0.7773185425337691, 12.133333333333333, 0.6, 0.631578947368421, 0.2]"
Valentine,"[0.1, 1.0, 0.2, 1.975, 1.7684739183827394, 1.0, 0.25, 0.2, 0.26490066225165565, 0.7927752118731316, 19.75, 0.4, 0.6923076923076923, 0.5]"
The Schooner Flight,"[0.3, 1.0, 16.65, 1.1654654654654655, 1.4913276945483045, 0.2882882882882883, 0.05105105105105105, 0.04034896401308615, 0.3052437336613871, 0.7825440808184267, 11.654654654654655, 0.4, 0.8333333333333334, 0.2]"
WhatÂs Written on the Body,"[0.5, 1.0, 0.05, 5.2, 0.0, 1.0, 1.0, 0.1956521739130435, 0.44, 0.7021575366743606, 52.0, 0.4, 0.5, 0.1]"
To a Poor Old Woman,"[0.5, 1.0, 0.15, 2.333333333333333, 3.395421754199158, 1.0, 0.3333333333333333, 0.21568627450980393, 0.3401360544217687, 0.7787551947425465, 23.333333333333332, 0.6, 0.42857142857142855, 0.5]"
[Grayscale breath on a fluid...],"[0.5, 1.0, 0.75, 0.48666666666666664, 0.6191032941996746, 0.8, 0.2, 0.2375, 0.28484848484848485, 0.8060763869398436, 4.866666666666666, 0.4, 0.7692307692307693, 0.1]"
Writing in the Afterlife,"[0.4, 1.0, 0.2, 5.9, 11.229425630903837, 1.0, 0.25, 0.1917808219178082, 0.3125, 0.7786561369562498, 59.0, 0.4, 0.6666666666666666, 0.6]"
To the Bone,"[0.3, 1.0, 0.35, 3.6, 4.063777271736938, 1.0, 0.14285714285714285, 0.15486725663716813, 0.3017543859649123, 0.7942055844342363, 36.0, 0.6, 0.8333333333333334, 0.5]"
Attempted Assassination of the Queen,"[0.5, 1.0, 1.25, 1.084, 0.4258826129345973, 0.72, 0.2, 0.20689655172413793, 0.3501144164759725, 0.7688446711141812, 10.84, 1.8, 0.3673469387755102, 0.4]"
West of Silicon Valley,"[0.4, 1.0, 0.7, 1.25, 2.3973199321623424, 0.8571428571428571, 0.14285714285714285, 0.18543046357615894, 0.27011494252873564, 0.8107047872411218, 12.5, 0.6, 0.7333333333333333, 0.1]"
"Meditation at Fifty Yards, Moving Target","[0.6, 1.0, 1.8, 0.7694444444444445, 1.7837659565240955, 0.7222222222222222, 0.1388888888888889, 0.18137254901960784, 0.3114754098360656, 0.8077749532794388, 7.694444444444445, 0.4, 1.0, 0.1]"
Checklist,"[0.1, 1.0, 0.15, 2.6333333333333333, 2.0677416559027764, 1.0, 0.3333333333333333, 0.13157894736842105, 0.32894736842105265, 0.7481815780708084, 26.333333333333332, 0.4, 0.7272727272727273, 0.1]"
Knowlt Hoheimer,"[0.2, 1.0, 0.05, 6.7, 0.0, 1.0, 1.0, 0.1346153846153846, 0.25984251968503935, 0.7991491287124757, 67.0, 0.6, 0.6, 0.5]"
From ÂSunspotsÂ,"[0.2, 1.0, 0.25, 14.48, 19.0844020079226, 0.8, 0.4, 0.11538461538461539, 0.33699059561128525, 0.7670161586268952, 144.8, 0.4, 0.8125, 0.5]"
Cut,"[0.1, 1.0, 0.5, 1.09, 1.218031198286809, 1.0, 0.1, 0.14473684210526316, 0.35135135135135137, 0.7506140207623092, 10.9, 0.4, 0.8181818181818182, 0.1]"
